,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
1544,535.3917,FDD20,OUT019
1545,626.68207,FDT36,OUT049
1546,2893.7122,DRF15,OUT027
1547,179.34413,FDN52,OUT010
1548,5800.036,FDC22,OUT027
1549,2446.9836,FDX15,OUT045
1550,3476.1196,FDT13,OUT013
1551,2158.5876,FDU04,OUT017
1552,550.4632,FDU31,OUT019
1553,2159.43,FDW59,OUT027
1554,2208.0862,NCO29,OUT046
1555,2564.6309,FDL15,OUT035
1556,2340.3125,FDI41,OUT049
1557,1557.7628,FDQ48,OUT049
1558,1235.173,DRI39,OUT013
1559,3610.109,FDI08,OUT013
1560,1776.395,FDC21,OUT049
1561,1037.5126,FDF58,OUT035
1562,-186.28262,FDS08,OUT010
1563,2026.3145,FDE47,OUT045
1564,331.94153,NCP18,OUT019
1565,1594.7478,NCR41,OUT013
1566,3105.5325,FDA27,OUT013
1567,3040.3176,FDA43,OUT035
1568,1217.817,FDA49,OUT045
1569,2746.8618,NCE55,OUT018
1570,980.8872,DRM49,OUT027
1571,4728.3916,FDF22,OUT027
1572,1388.5266,FDQ15,OUT018
1573,3633.3223,NCS54,OUT017
1574,805.41095,NCY05,OUT013
1575,5314.294,FDR45,OUT046
1576,2081.9897,FDK57,OUT049
1577,711.80804,FDF41,OUT010
1578,2310.475,FDV21,OUT046
1579,601.72534,FDD51,OUT046
1580,1737.9045,FDF33,OUT046
1581,3575.3057,FDA38,OUT046
1582,3274.921,FDR56,OUT045
1583,2123.451,NCN41,OUT017
1584,2420.1812,FDC60,OUT027
1585,3152.1885,FDB47,OUT045
1586,3006.6387,DRH01,OUT013
1587,2183.4956,FDW08,OUT046
1588,1018.24774,FDF38,OUT027
1589,3007.6936,FDY32,OUT017
1590,1709.8253,FDG34,OUT049
1591,412.96063,FDG47,OUT019
1592,3601.3777,NCF18,OUT035
1593,322.2254,FDL39,OUT019
1594,1862.583,NCH55,OUT035
1595,977.1113,DRJ35,OUT049
1596,4771.4155,FDS44,OUT035
1597,3396.338,DRE01,OUT018
1598,4050.3025,FDY39,OUT013
1599,2935.6514,FDY32,OUT018
1600,3192.218,FDR33,OUT027
1601,1113.3442,NCP50,OUT049
1602,1505.7758,FDZ47,OUT018
1603,2395.7595,FDU57,OUT049
1604,2673.7256,FDY44,OUT013
1605,794.05865,DRH59,OUT018
1606,7669.846,FDB03,OUT027
1607,2905.4314,FDY46,OUT045
1608,2701.4082,FDM39,OUT045
1609,1280.5011,FDY36,OUT035
1610,3746.161,NCM55,OUT035
1611,85.07046,FDJ50,OUT010
1612,1926.5935,DRL60,OUT013
1613,4007.5737,NCJ54,OUT049
1614,498.54697,FDX59,OUT017
1615,3172.7827,FDI07,OUT013
1616,107.900345,DRF51,OUT010
1617,1798.9574,FDM14,OUT017
1618,3122.9995,FDP21,OUT045
1619,881.40717,FDE40,OUT035
1620,2288.7368,FDE05,OUT035
1621,2616.1233,FDM13,OUT027
1622,4011.2166,FDC34,OUT027
1623,1888.7151,NCI55,OUT018
1624,2857.559,NCE43,OUT018
1625,1305.4065,FDW58,OUT018
1626,3128.8271,FDG60,OUT045
1627,2424.75,FDV31,OUT017
1628,2674.5212,FDR47,OUT013
1629,-6.563528,FDM60,OUT019
1630,1716.7549,NCF06,OUT018
1631,2880.607,NCN26,OUT027
1632,1157.2438,FDQ59,OUT049
1633,470.5361,FDF09,OUT046
1634,4486.9526,NCS06,OUT017
1635,1797.9421,FDT44,OUT046
1636,4044.2114,FDI19,OUT017
1637,1037.0039,FDT22,OUT017
1638,4733.7183,NCF54,OUT027
1639,3486.757,DRG25,OUT045
1640,3361.0044,FDB59,OUT017
1641,4197.996,FDQ37,OUT017
1642,790.8119,FDP56,OUT035
1643,2483.1423,FDW44,OUT035
1644,162.35263,FDJ26,OUT010
1645,3466.1743,FDU43,OUT018
1646,1572.413,FDW33,OUT045
1647,3541.0864,NCX53,OUT027
1648,599.84875,FDN56,OUT010
1649,2063.6968,DRF15,OUT049
1650,1947.298,FDO33,OUT017
1651,213.29997,FDZ39,OUT010
1652,756.68604,NCJ19,OUT017
1653,4692.3047,FDU01,OUT035
1654,4144.292,FDT12,OUT035
1655,1018.3976,NCM18,OUT018
1656,2480.5947,FDP19,OUT017
1657,394.8319,NCR42,OUT049
1658,1916.776,FDN10,OUT046
1659,1054.9193,FDG44,OUT017
1660,3532.7761,FDQ10,OUT046
1661,1614.8885,DRH13,OUT049
1662,4420.683,FDT52,OUT013
1663,1612.1187,FDM56,OUT045
1664,194.08153,NCO43,OUT010
1665,2854.359,NCV29,OUT035
1666,5952.321,NCF06,OUT013
1667,1344.8451,FDO50,OUT035
1668,4359.4253,FDT59,OUT013
1669,953.2805,FDX40,OUT027
1670,4552.868,FDE50,OUT017
1671,3572.3242,FDX51,OUT017
1672,1335.0012,NCD30,OUT018
1673,1986.0161,FDK15,OUT013
1674,975.7649,FDL12,OUT045
1675,4398.0054,FDK46,OUT017
1676,297.27603,DRH49,OUT010
1677,2756.146,FDQ57,OUT046
1678,1373.2054,FDY59,OUT017
1679,3896.975,FDO09,OUT018
1680,1574.0933,NCG30,OUT035
1681,2271.9998,FDM09,OUT017
1682,2554.8835,NCN17,OUT027
1683,1018.1701,NCS42,OUT013
1684,486.2439,FDD02,OUT019
1685,4302.343,FDE34,OUT013
1686,3427.0164,FDU38,OUT045
1687,2885.3804,FDB33,OUT046
1688,1399.3322,NCJ29,OUT017
1689,768.3166,FDZ27,OUT035
1690,1866.4583,FDI40,OUT013
1691,702.05115,FDG22,OUT013
1692,1473.3925,FDT51,OUT017
1693,2937.5757,FDF20,OUT018
1694,2054.298,FDV50,OUT035
1695,636.8559,FDT02,OUT049
1696,2781.761,DRC49,OUT017
1697,2575.446,FDF26,OUT049
1698,2103.7842,FDV52,OUT035
1699,484.71524,FDX59,OUT049
1700,5112.921,FDV25,OUT035
1701,1084.5701,FDW23,OUT027
1702,1367.8568,FDE53,OUT018
1703,1724.8231,FDA19,OUT017
1704,2479.8997,FDH22,OUT046
1705,1631.4238,NCO41,OUT013
1706,4931.484,FDX12,OUT017
1707,2802.0186,FDF17,OUT013
1708,3811.7686,FDS11,OUT045
1709,2654.8835,FDR51,OUT035
1710,211.90805,FDT49,OUT010
1711,2692.1592,FDC56,OUT013
1712,2984.03,FDR13,OUT027
1713,2036.1578,FDQ60,OUT035
1714,4205.6753,FDN38,OUT049
1715,2745.8376,NCL29,OUT013
1716,4151.311,FDO13,OUT027
1717,2192.4802,FDE26,OUT018
1718,590.0342,FDA31,OUT010
1719,1394.0504,FDX14,OUT035
1720,2956.7642,FDA34,OUT045
1721,2689.0466,FDF26,OUT013
1722,2510.32,FDE38,OUT045
1723,1753.5068,DRI11,OUT046
1724,3011.603,FDQ60,OUT027
1725,969.7282,FDL21,OUT027
1726,6101.045,DRC12,OUT027
1727,4038.5347,FDC47,OUT046
1728,1975.9381,FDE57,OUT045
1729,2161.828,FDT14,OUT045
1730,3207.2559,NCZ53,OUT046
1731,3936.6267,FDE28,OUT018
1732,2459.8855,FDR19,OUT035
1733,430.2561,NCF54,OUT019
1734,1402.4625,FDZ08,OUT046
1735,1776.855,NCJ05,OUT018
1736,2041.7091,FDF59,OUT046
1737,1955.9205,NCO05,OUT035
1738,122.383804,FDW24,OUT018
1739,2761.1553,NCX42,OUT018
1740,710.24506,NCA53,OUT035
1741,299.43997,FDI45,OUT019
1742,1877.357,FDG46,OUT046
1743,3.0761151,FDM20,OUT010
1744,273.5423,FDW11,OUT010
1745,3533.5505,FDX08,OUT035
1746,637.31537,NCK17,OUT035
1747,2408.9304,FDK32,OUT018
1748,2822.1328,NCA42,OUT035
1749,2961.2214,DRI01,OUT035
1750,4590.3486,NCL55,OUT049
1751,1266.242,DRE25,OUT018
1752,2765.7524,FDD14,OUT017
1753,3421.5322,FDB10,OUT046
1754,2712.2542,DRN11,OUT035
1755,329.50436,FDP38,OUT018
1756,3297.943,NCA30,OUT017
1757,3409.5474,FDT15,OUT017
1758,595.9142,NCP55,OUT018
1759,2389.1953,FDF12,OUT035
1760,4752.2427,FDM21,OUT018
1761,4484.0645,FDX56,OUT035
1762,2664.5815,FDF10,OUT017
1763,2866.877,FDT32,OUT045
1764,1134.7896,FDM51,OUT018
1765,2534.213,NCR50,OUT018
1766,3889.0776,FDI19,OUT049
1767,1752.4092,FDX21,OUT017
1768,2685.1396,FDR31,OUT035
1769,4103.6416,FDY02,OUT013
1770,3658.3545,NCA29,OUT045
1771,1910.2214,NCX17,OUT046
1772,3084.9832,FDM12,OUT045
1773,3095.774,FDI53,OUT027
1774,2602.7207,NCU30,OUT049
1775,3286.3518,FDC56,OUT027
1776,1729.1488,FDK27,OUT018
1777,2956.4954,NCK18,OUT017
1778,404.89255,FDB52,OUT019
1779,4644.829,DRG25,OUT027
1780,972.36707,FDZ13,OUT049
1781,904.1122,FDB57,OUT019
1782,1347.2887,FDR40,OUT046
1783,107.59252,NCO14,OUT019
1784,2758.8518,NCN19,OUT045
1785,261.4905,FDQ28,OUT019
1786,2380.1704,FDO13,OUT018
1787,1011.8002,FDK48,OUT013
1788,2399.7305,FDU07,OUT018
1789,2144.916,FDW20,OUT046
1790,122.826096,FDV12,OUT010
1791,2376.9275,FDH24,OUT013
1792,3980.9375,FDV59,OUT049
1793,2017.4459,FDK57,OUT045
1794,1168.9543,FDL16,OUT027
1795,2652.1667,NCQ17,OUT046
1796,3574.0542,FDJ15,OUT018
1797,1427.2094,FDX24,OUT049
1798,1794.9158,FDT47,OUT046
1799,961.83795,FDT10,OUT049
1800,1125.2783,FDZ37,OUT018
1801,6912.3423,FDW43,OUT027
1802,1666.1326,DRN36,OUT017
1803,1125.0621,FDJ14,OUT045
1804,2833.209,FDA32,OUT013
1805,617.83887,FDJ38,OUT019
1806,2340.4324,FDQ57,OUT017
1807,-80.34312,NCQ41,OUT019
1808,931.43744,FDG56,OUT049
1809,3304.4094,DRC13,OUT027
1810,2499.0525,FDV55,OUT035
1811,2843.6248,FDQ49,OUT045
1812,172.06578,FDE29,OUT010
1813,3459.912,FDR03,OUT013
1814,1439.597,FDD45,OUT049
1815,656.028,FDN38,OUT010
1816,844.8079,FDT56,OUT046
1817,3093.6807,FDT48,OUT045
1818,2470.64,FDU03,OUT049
1819,338.05655,FDC56,OUT010
1820,2794.188,NCO43,OUT027
1821,1944.7866,FDQ27,OUT017
1822,2833.8342,FDR03,OUT046
1823,120.19951,DRH23,OUT010
1824,505.45667,FDG22,OUT045
1825,2012.8702,NCJ42,OUT013
1826,1434.52,FDR24,OUT046
1827,2947.6812,FDW60,OUT035
1828,2961.2593,FDJ08,OUT013
1829,673.353,DRL59,OUT018
1830,327.508,FDG60,OUT010
1831,2056.6125,FDW27,OUT017
1832,620.9577,FDX14,OUT018
1833,678.1601,FDC20,OUT013
1834,2827.7769,NCS29,OUT018
1835,1520.4236,FDJ56,OUT046
1836,208.61148,FDB20,OUT019
1837,5342.91,FDL28,OUT027
1838,1892.5348,FDW01,OUT018
1839,1919.1011,FDL03,OUT046
1840,4528.319,FDX22,OUT049
1841,2887.8723,FDJ21,OUT035
1842,2270.1487,FDR31,OUT045
1843,3126.7122,FDG21,OUT035
1844,1313.808,FDS22,OUT027
1845,1530.6497,FDK08,OUT035
1846,2661.287,FDE17,OUT018
1847,1577.6866,NCN30,OUT017
1848,1502.1876,FDT50,OUT046
1849,2411.3765,NCX42,OUT049
1850,3772.602,FDJ12,OUT035
1851,2886.3274,NCA18,OUT027
1852,190.97481,FDP23,OUT019
1853,3433.023,FDX12,OUT013
1854,2985.388,FDN40,OUT018
1855,1528.4225,FDV48,OUT035
1856,2782.7988,NCY54,OUT013
1857,125.58515,FDL16,OUT010
1858,4216.827,FDR45,OUT018
1859,2941.6545,FDJ52,OUT046
1860,1346.0085,DRG01,OUT017
1861,4527.7573,FDP52,OUT013
1862,3452.5674,FDU58,OUT017
1863,1925.5392,FDL02,OUT045
1864,4139.941,FDG28,OUT013
1865,2046.3958,FDA19,OUT035
1866,1601.346,FDW46,OUT027
1867,1602.0728,NCD43,OUT049
1868,1062.3937,DRG39,OUT013
1869,767.096,NCF55,OUT049
1870,1601.3073,FDJ07,OUT046
1871,2469.2883,FDE08,OUT046
1872,227.81316,FDP56,OUT019
1873,825.42596,FDT45,OUT045
1874,2989.2356,FDF17,OUT018
1875,1242.6211,FDX44,OUT046
1876,5117.3105,FDM28,OUT027
1877,2842.995,FDI36,OUT049
1878,1746.339,FDS07,OUT045
1879,1867.3109,FDD36,OUT045
1880,1151.8632,FDW11,OUT046
1881,2173.7112,FDN40,OUT049
1882,1428.7571,NCQ18,OUT049
1883,3647.8064,NCQ54,OUT017
1884,1327.9471,NCS42,OUT045
1885,66.479225,DRH39,OUT010
1886,2626.4146,FDC09,OUT027
1887,415.83167,FDT08,OUT010
1888,5503.685,FDC08,OUT035
1889,653.2459,FDT20,OUT017
1890,1082.0023,FDS35,OUT035
1891,3433.781,FDX58,OUT018
1892,1602.3241,FDW58,OUT046
1893,1500.5203,DRD27,OUT046
1894,200.09917,FDH32,OUT019
1895,6430.0435,FDS26,OUT035
1896,1365.0288,FDQ31,OUT046
1897,2132.9675,FDP11,OUT018
1898,1902.3528,FDD58,OUT017
1899,3832.146,FDM33,OUT045
1900,3949.2317,FDZ16,OUT049
1901,667.07025,NCS29,OUT010
1902,219.18495,NCM18,OUT019
1903,3417.8982,FDP11,OUT049
1904,2247.3315,NCC42,OUT017
1905,2572.473,DRM23,OUT046
1906,4967.4883,NCN55,OUT027
1907,3971.496,FDK46,OUT013
1908,3955.2214,FDR01,OUT046
1909,1507.0492,NCA05,OUT045
1910,2845.4163,NCP43,OUT017
1911,156.93155,FDR12,OUT010
1912,3614.385,FDQ01,OUT013
1913,1905.2153,FDM13,OUT046
1914,3350.169,FDQ19,OUT017
1915,339.46008,FDK56,OUT019
1916,600.77924,NCX06,OUT010
1917,3114.7603,FDO56,OUT027
1918,1856.2982,FDU45,OUT045
1919,160.79643,FDI16,OUT019
1920,2147.9185,FDL32,OUT046
1921,2419.7554,FDA07,OUT046
1922,2614.0032,FDA14,OUT045
1923,3755.2493,FDV46,OUT027
1924,3500.1562,NCO07,OUT035
1925,1599.6713,NCP41,OUT046
1926,1732.4385,FDY60,OUT018
1927,3397.8728,FDN38,OUT017
1928,1201.0148,FDO15,OUT046
1929,2098.1963,FDT60,OUT013
1930,4543.3325,FDA55,OUT035
1931,247.61893,FDE02,OUT010
1932,3987.5837,DRJ39,OUT049
1933,1217.8241,FDV34,OUT035
1934,5052.37,FDS20,OUT027
1935,2649.3777,FDF02,OUT027
1936,2142.798,FDW40,OUT017
1937,3113.3608,NCB43,OUT046
1938,1624.9849,FDR58,OUT017
1939,341.06543,DRJ59,OUT035
1940,1692.5862,NCD30,OUT017
1941,1403.8218,FDE14,OUT017
1942,1384.6146,FDC28,OUT018
1943,988.32025,FDU16,OUT018
1944,889.5034,NCD19,OUT035
1945,499.37375,FDU21,OUT046
1946,4953.981,FDV59,OUT027
1947,3384.0693,FDU03,OUT045
1948,918.1351,FDC33,OUT010
1949,423.42093,NCR42,OUT035
1950,1156.257,DRH59,OUT035
1951,1674.6029,NCM31,OUT035
1952,3978.7483,FDS50,OUT035
1953,843.61456,FDP39,OUT046
1954,2041.3345,FDQ55,OUT013
1955,-10.813747,FDV36,OUT019
1956,2459.753,FDI05,OUT027
1957,2507.8083,FDS45,OUT027
1958,517.9403,FDA39,OUT045
1959,222.50685,FDC37,OUT010
1960,4291.331,FDJ60,OUT027
1961,2211.8677,DRQ35,OUT046
1962,2177.5671,NCJ06,OUT046
1963,2367.0764,NCY42,OUT018
1964,2697.8442,DRM37,OUT049
1965,750.1319,FDR14,OUT045
1966,605.4494,FDE51,OUT049
1967,2551.9912,FDT33,OUT017
1968,1944.1792,FDR08,OUT013
1969,634.1854,FDE36,OUT010
1970,291.9385,FDL22,OUT019
1971,2856.1155,FDR44,OUT013
1972,212.96071,FDI56,OUT019
1973,-110.0126,FDE47,OUT010
1974,95.09481,FDV27,OUT010
1975,765.78284,FDV10,OUT049
1976,1504.7122,FDC40,OUT045
1977,3483.4539,NCX41,OUT013
1978,2375.2566,NCQ38,OUT027
1979,2843.5615,FDV12,OUT027
1980,1616.9197,FDE52,OUT017
1981,3954.3062,FDG20,OUT027
1982,834.27106,FDV16,OUT027
1983,2414.499,FDI32,OUT017
1984,809.3045,FDJ32,OUT049
1985,1887.679,FDN39,OUT018
1986,2970.005,FDY34,OUT017
1987,804.4645,FDC14,OUT035
1988,4561.414,FDA55,OUT017
1989,347.2868,FDZ50,OUT010
1990,2666.5898,DRG13,OUT049
1991,2108.3108,FDP01,OUT013
1992,3350.1846,NCG54,OUT017
1993,1591.6827,FDM13,OUT045
1994,5030.6606,NCO18,OUT027
1995,2451.6042,NCW41,OUT013
1996,3808.0635,FDM52,OUT027
1997,681.2818,NCF55,OUT035
1998,2135.495,FDT09,OUT046
1999,1913.9735,NCM19,OUT035
2000,1767.2535,FDW12,OUT018
2001,95.597015,FDP15,OUT019
2002,683.394,FDK36,OUT045
2003,3113.3032,FDZ25,OUT035
2004,3238.7642,NCW06,OUT049
2005,3512.9963,FDW60,OUT046
2006,2464.1636,DRC49,OUT013
2007,3073.3496,NCT17,OUT035
2008,2806.0588,NCN06,OUT018
2009,2930.5527,FDC45,OUT013
2010,652.3345,DRJ47,OUT019
2011,3951.0671,NCF06,OUT045
2012,258.85583,FDE21,OUT010
2013,1148.8405,DRG27,OUT013
2014,2256.6396,FDW40,OUT049
2015,2829.4114,NCO53,OUT046
2016,749.5832,FDE23,OUT049
2017,1804.6267,FDQ16,OUT046
2018,4139.0977,FDS26,OUT045
2019,197.96452,FDZ13,OUT010
2020,2398.6064,FDS14,OUT049
2021,1792.1423,FDC10,OUT045
2022,2613.4023,FDY16,OUT049
2023,1901.8231,FDJ20,OUT035
2024,497.44388,FDV43,OUT035
2025,2405.3843,FDZ32,OUT027
2026,2709.006,FDR23,OUT046
2027,945.0796,FDN24,OUT035
2028,4689.267,FDE34,OUT027
2029,2851.6165,FDU31,OUT013
2030,1373.7499,FDW33,OUT018
2031,1451.4336,FDU26,OUT046
2032,4688.453,FDE20,OUT027
2033,2786.011,NCW05,OUT035
2034,1840.7802,FDB22,OUT018
2035,1726.2173,FDO56,OUT046
2036,3239.408,FDA19,OUT027
2037,1108.4077,DRI39,OUT045
2038,715.96783,FDH52,OUT018
2039,3332.7273,FDZ50,OUT035
2040,3054.7927,NCN42,OUT035
2041,3432.5742,FDB53,OUT013
2042,1671.4088,DRG11,OUT017
2043,4182.1055,DRK11,OUT027
2044,1999.8663,FDQ60,OUT017
2045,537.56036,FDT36,OUT017
2046,3186.7827,DRG25,OUT018
2047,3017.316,DRJ23,OUT046
2048,2721.0232,FDG05,OUT035
2049,2101.973,NCK06,OUT018
2050,2565.5908,FDU52,OUT017
2051,1190.4159,FDW07,OUT018
2052,706.7367,NCM17,OUT045
2053,2867.2212,FDA22,OUT045
2054,3165.7043,NCA41,OUT018
2055,573.9364,FDF38,OUT035
2056,986.85974,FDH52,OUT046
2057,687.2092,FDY58,OUT019
2058,4143.3203,FDZ16,OUT045
2059,1176.3406,NCM18,OUT017
2060,2397.9045,FDA22,OUT018
2061,2318.755,NCJ43,OUT035
2062,7732.04,FDI34,OUT027
2063,1122.4492,FDG56,OUT046
2064,1379.3358,FDS34,OUT046
2065,834.6119,DRC01,OUT035
2066,756.19684,FDQ04,OUT035
2067,916.2125,FDK04,OUT035
2068,1652.978,FDT51,OUT049
2069,3070.7522,FDV26,OUT017
2070,2173.8865,FDS04,OUT049
2071,3961.1484,FDW43,OUT018
2072,486.7499,FDQ28,OUT010
2073,2366.0789,NCK06,OUT017
2074,1468.0115,FDS23,OUT018
2075,785.6998,FDZ36,OUT019
2076,716.2414,FDE56,OUT018
2077,5201.7793,FDW10,OUT027
2078,2568.9717,NCN14,OUT045
2079,1371.0076,NCQ18,OUT045
2080,1688.624,FDW08,OUT017
2081,4160.9224,FDU43,OUT035
2082,290.89975,FDR33,OUT010
2083,418.35904,FDM24,OUT010
2084,1354.6177,NCZ05,OUT046
2085,1902.3907,NCV41,OUT035
2086,2619.712,FDV11,OUT018
2087,685.6918,NCY05,OUT035
2088,2690.1885,FDV44,OUT018
2089,1213.446,FDW32,OUT049
2090,3555.478,NCU18,OUT027
2091,4257.0107,NCC43,OUT035
2092,1938.571,FDW19,OUT013
2093,3080.5222,FDN31,OUT035
2094,594.0384,FDI48,OUT045
2095,1354.4819,FDS24,OUT017
2096,1635.4904,FDF46,OUT049
2097,2176.6013,DRG23,OUT017
2098,2584.6372,FDG14,OUT018
2099,2663.4004,NCY30,OUT049
2100,1671.9642,FDO28,OUT018
2101,2076.2363,DRD24,OUT035
2102,1325.2145,FDI33,OUT049
2103,3076.9001,FDN32,OUT046
2104,5232.8193,FDR16,OUT045
2105,2855.4863,FDF26,OUT046
2106,419.89923,NCN29,OUT018
2107,2972.4932,FDE20,OUT045
2108,3316.5938,FDA46,OUT046
2109,3094.7158,FDU28,OUT045
2110,1425.5062,FDQ48,OUT045
2111,2273.633,FDV36,OUT013
2112,544.58905,FDR14,OUT018
2113,4227.4946,FDP23,OUT017
2114,665.1266,FDP56,OUT013
2115,121.10469,FDK48,OUT010
2116,1861.3486,FDR48,OUT046
2117,967.7613,NCY29,OUT049
2118,810.7481,FDM22,OUT018
2119,2807.169,DRJ01,OUT013
2120,3990.235,FDZ43,OUT045
2121,2485.9033,FDV03,OUT035
2122,4816.4004,FDX11,OUT027
2123,5011.383,NCA41,OUT027
2124,2598.079,FDE38,OUT017
2125,528.0491,FDI27,OUT018
2126,3355.569,FDN32,OUT013
2127,2230.986,NCN43,OUT017
2128,5673.198,FDB47,OUT027
2129,2447.922,FDV03,OUT017
2130,1342.8406,NCN30,OUT045
2131,75.82515,NCV54,OUT010
2132,1517.2954,FDV07,OUT013
2133,2374.9775,FDP07,OUT049
2134,874.49207,FDK48,OUT018
2135,401.24423,FDM15,OUT019
2136,3337.8606,FDY19,OUT027
2137,4143.257,FDK46,OUT046
2138,954.92456,FDY11,OUT045
2139,814.2057,FDH09,OUT046
2140,4177.7324,FDO08,OUT027
2141,4226.3765,FDU14,OUT013
2142,3236.2222,FDD22,OUT027
2143,2742.6926,FDM27,OUT017
2144,2620.6887,FDL02,OUT027
2145,2754.3057,NCA17,OUT035
2146,391.93027,FDE38,OUT019
2147,3308.1733,NCG07,OUT049
2148,4108.6006,DRC27,OUT013
2149,2451.6975,FDA27,OUT035
2150,1819.1123,FDW40,OUT045
2151,1676.9282,DRI11,OUT013
2152,1315.2157,FDN50,OUT046
2153,2631.3245,FDR12,OUT046
2154,3058.865,FDT34,OUT027
2155,1032.8066,FDW11,OUT035
2156,5430.4873,NCO30,OUT027
2157,3223.3447,FDZ34,OUT017
2158,2014.1797,FDU45,OUT017
2159,666.5486,NCD42,OUT035
2160,2888.4282,FDX25,OUT045
2161,1053.4896,NCR29,OUT046
2162,827.4654,FDX43,OUT019
2163,231.93974,FDB04,OUT010
2164,1525.2975,FDR49,OUT027
2165,1692.1576,FDS39,OUT018
2166,1010.7109,FDW58,OUT045
2167,128.56337,FDG22,OUT019
2168,1111.4843,FDG31,OUT017
2169,5348.982,NCV53,OUT027
2170,2717.4207,DRJ37,OUT035
2171,1793.7778,FDV07,OUT035
2172,2605.8843,FDW52,OUT018
2173,3087.3857,FDT15,OUT045
2174,1563.735,FDD02,OUT018
2175,1309.2794,FDM16,OUT035
2176,2950.4636,NCE55,OUT046
2177,2718.1675,FDB57,OUT018
2178,678.15784,FDQ04,OUT013
2179,81.63849,FDQ47,OUT019
2180,407.6143,FDY14,OUT019
2181,4038.6216,DRK37,OUT017
2182,4298.159,FDO25,OUT017
2183,5112.805,FDL57,OUT046
2184,1896.5231,NCK29,OUT018
2185,7388.287,FDK46,OUT027
2186,569.41754,NCB43,OUT010
2187,7003.875,DRE01,OUT027
2188,2980.9338,FDC46,OUT018
2189,1571.1967,FDQ23,OUT045
2190,849.41,FDX38,OUT049
2191,3129.2942,FDG60,OUT018
2192,3503.7375,FDW55,OUT017
2193,797.09644,FDP39,OUT013
2194,850.06134,FDB20,OUT018
2195,2760.404,FDV21,OUT017
2196,1077.2853,FDZ02,OUT013
2197,3472.8242,FDP19,OUT027
2198,3575.0056,FDA38,OUT035
2199,1810.5747,FDH22,OUT045
2200,4674.544,DRM11,OUT045
2201,3070.9248,FDO12,OUT027
2202,2317.1577,FDT14,OUT049
2203,-44.240818,FDW34,OUT010
2204,4107.613,FDG04,OUT027
2205,1048.6917,FDW59,OUT018
2206,1406.5685,FDR33,OUT018
2207,1913.7772,FDP32,OUT013
2208,5804.5273,FDL13,OUT027
2209,2516.8647,FDD22,OUT013
2210,1728.6093,FDV40,OUT027
2211,584.9383,NCD55,OUT046
2212,25.068178,FDQ20,OUT010
2213,711.083,FDD28,OUT045
2214,3841.1694,FDC39,OUT045
2215,1861.2676,NCR17,OUT049
2216,1528.6031,DRO35,OUT018
2217,4698.3213,FDF40,OUT049
2218,2439.318,FDR31,OUT018
2219,3508.5896,NCQ41,OUT017
2220,750.94073,FDP38,OUT046
2221,6267.84,NCU54,OUT027
2222,414.14386,FDG22,OUT018
2223,2937.7034,DRK59,OUT013
2224,1823.809,FDC37,OUT046
2225,2776.3645,NCO42,OUT013
2226,2218.132,NCT42,OUT017
2227,1577.9089,FDX27,OUT035
2228,1157.5479,FDV40,OUT018
2229,1716.1075,FDT45,OUT027
2230,217.8252,FDS47,OUT019
2231,5127.915,FDR45,OUT035
2232,4186.02,FDB03,OUT045
2233,955.99255,FDO49,OUT035
2234,4252.8887,FDU60,OUT027
2235,520.64264,FDB26,OUT018
2236,3528.5608,FDB46,OUT017
2237,493.71268,FDQ37,OUT019
2238,4561.151,FDN03,OUT017
2239,5136.463,NCX30,OUT045
2240,-63.475685,FDK32,OUT019
2241,3589.8845,DRM47,OUT013
2242,1011.139,NCO02,OUT046
2243,922.28455,FDP04,OUT013
2244,1999.4578,NCO43,OUT049
2245,1111.4034,FDD59,OUT013
2246,3402.193,FDQ10,OUT017
2247,2870.9307,FDW45,OUT035
2248,4594.6353,NCK30,OUT049
2249,2502.964,FDU31,OUT018
2250,196.81032,NCQ17,OUT019
2251,2570.6506,FDN01,OUT017
2252,2918.4417,FDZ19,OUT049
2253,2526.7856,DRG37,OUT017
2254,366.32574,FDE32,OUT045
2255,2787.735,FDO34,OUT049
2256,104.431946,FDM04,OUT019
2257,2865.6382,FDZ25,OUT049
2258,1416.4354,FDU08,OUT049
2259,2840.1619,NCW30,OUT045
2260,1148.3572,NCM18,OUT013
2261,870.19147,FDS22,OUT035
2262,2649.5452,NCH18,OUT017
2263,3252.1821,FDC23,OUT013
2264,2922.3462,FDY46,OUT013
2265,4698.261,NCU06,OUT046
2266,1468.7717,FDX57,OUT045
2267,5513.6616,FDX36,OUT027
2268,870.71216,FDL16,OUT045
2269,1219.5652,FDT16,OUT010
2270,1586.789,FDN16,OUT018
2271,3403.3137,FDC03,OUT046
2272,4442.199,DRF60,OUT013
2273,5246.329,FDS27,OUT027
2274,904.6764,FDP33,OUT010
2275,1414.609,FDJ36,OUT018
2276,362.7557,NCR42,OUT013
2277,1317.7802,FDV14,OUT017
2278,3482.9893,NCP42,OUT035
2279,2584.3066,FDB50,OUT027
2280,4408.4365,NCC30,OUT027
2281,1491.5701,FDA23,OUT018
2282,1412.739,FDW16,OUT017
2283,338.72314,FDQ52,OUT010
2284,2298.925,FDB58,OUT049
2285,1156.385,NCP29,OUT049
2286,4424.61,NCM05,OUT045
2287,4432.143,FDO25,OUT013
2288,2388.2786,NCM54,OUT046
2289,3407.342,NCL54,OUT046
2290,46.543938,FDL39,OUT010
